,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,162,10,0,0,162,22,0,0
5,5,153,13,1,0,153,27,4,0
6,6,149,15,1,0,149,31,4,0
7,7,142,17,2,0,142,35,7,0
8,8,132,20,3,0,132,40,12,0
9,9,130,21,3,0,130,42,12,0
10,10,126,21,4,0,126,43,15,0
11,11,120,24,4,0,120,49,15,0
12,12,108,30,3,0,108,65,11,0
13,13,103,32,3,0,103,70,11,0
14,14,96,34,4,0,96,74,14,0
15,15,90,35,5,0,90,77,17,0
