,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,150,17,0,0,150,34,0,0
6,6,146,19,0,0,146,38,0,0
7,7,140,20,1,0,140,41,3,0
8,8,132,19,4,0,132,39,13,0
9,9,130,20,4,0,130,41,13,0
10,10,124,23,4,0,124,47,13,0
11,11,121,21,6,0,121,43,20,0
12,12,109,27,5,0,109,58,17,0
13,13,103,30,5,0,103,64,17,0
14,14,96,32,6,0,96,68,20,0
15,15,90,32,8,0,90,68,26,0
