,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,139,17,3,0,139,36,9,0
6,6,134,18,4,0,134,38,12,0
7,7,126,20,5,0,126,43,15,0
8,8,118,19,8,0,118,42,24,0
9,9,118,19,8,0,118,42,24,0
10,10,114,21,8,0,114,46,24,0
11,11,106,23,9,0,106,51,27,0
12,12,92,27,10,0,92,62,30,0
13,13,87,28,11,0,87,64,33,0
14,14,85,28,11,0,85,66,33,0
15,15,74,31,11,1,74,73,33,4
