,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,13,2,0,152,26,6,0
6,6,150,12,3,0,150,25,9,0
7,7,142,16,3,0,142,33,9,0
8,8,132,19,4,0,132,40,12,0
9,9,131,18,5,0,131,38,15,0
10,10,126,20,4,1,126,42,12,4
11,11,122,20,5,1,122,42,15,4
12,12,113,21,5,2,113,43,17,10
13,13,108,23,5,2,108,48,17,10
14,14,102,25,5,2,102,52,19,10
15,15,94,29,5,2,94,60,19,10
