,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,6,1,0,168,13,3,0
4,4,154,10,1,1,154,22,3,5
5,5,143,12,3,1,143,24,12,5
6,6,138,14,3,1,138,29,12,5
7,7,129,18,3,1,129,38,12,5
8,8,118,23,3,1,118,48,12,6
9,9,118,23,3,1,118,48,12,6
10,10,116,22,4,1,116,47,15,6
11,11,107,26,4,1,107,56,15,6
12,12,93,30,5,1,93,67,18,6
13,13,89,31,5,1,89,71,18,6
14,14,86,32,5,1,86,74,18,6
15,15,77,32,7,1,77,74,27,6
