,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,13,2,0,152,26,6,0
6,6,148,15,2,0,148,30,6,0
7,7,141,18,2,0,141,37,6,0
8,8,131,20,4,0,131,41,12,0
9,9,129,21,4,0,129,43,12,0
10,10,124,23,3,1,124,47,9,4
11,11,120,22,5,1,120,44,16,4
12,12,109,24,7,1,109,49,22,4
13,13,106,23,8,1,106,49,25,4
14,14,100,24,9,1,100,52,28,4
15,15,94,26,8,2,94,57,25,8
