,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,149,16,1,0,149,32,3,0
5,5,135,23,1,0,135,46,3,0
6,6,130,24,2,0,130,48,6,0
7,7,122,25,4,0,122,50,12,0
8,8,113,28,4,0,113,57,14,0
9,9,113,28,4,0,113,57,14,0
10,10,109,30,4,0,109,61,14,0
11,11,101,32,4,1,101,65,14,4
12,12,90,32,5,2,90,66,17,11
13,13,86,32,6,2,86,66,21,11
14,14,85,29,8,2,85,58,30,11
15,15,76,28,11,2,76,58,39,11
