,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,153,12,2,0,153,24,7,0
6,6,149,14,2,0,149,28,7,0
7,7,145,11,5,0,145,22,17,0
8,8,134,15,6,0,134,30,20,0
9,9,132,16,6,0,132,32,20,0
10,10,126,19,6,0,126,38,20,0
11,11,121,21,6,0,121,43,20,0
12,12,108,26,7,0,108,53,23,0
13,13,103,28,7,0,103,58,23,0
14,14,97,31,5,1,97,66,17,4
15,15,91,31,7,1,91,66,23,4
