,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,152,12,2,0,152,26,6,0
5,5,142,13,4,0,142,30,12,0
6,6,136,16,4,0,136,36,12,0
7,7,128,19,3,1,128,43,9,4
8,8,117,24,3,1,117,54,9,4
9,9,117,24,3,1,117,54,9,4
10,10,114,24,4,1,114,54,12,4
11,11,106,27,3,2,106,61,9,8
12,12,92,30,4,3,92,67,13,12
13,13,87,31,5,3,87,69,16,12
14,14,83,33,5,3,83,73,16,12
15,15,76,32,6,3,76,68,26,13
