,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,13,2,0,152,26,6,0
6,6,149,14,1,1,149,28,3,4
7,7,142,16,2,1,142,32,6,4
8,8,132,18,4,1,132,36,12,4
9,9,130,19,4,1,130,38,12,4
10,10,124,22,4,1,124,44,12,4
11,11,119,23,5,1,119,46,15,4
12,12,108,26,6,1,108,54,18,4
13,13,104,26,7,1,104,55,21,4
14,14,96,30,7,1,96,63,21,4
15,15,89,32,8,1,89,67,24,4
