,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,142,14,3,0,142,30,11,0
6,6,136,17,3,0,136,36,11,0
7,7,127,21,3,0,127,45,11,0
8,8,118,22,5,0,118,48,17,0
9,9,118,22,5,0,118,48,17,0
10,10,114,24,5,0,114,52,17,0
11,11,108,23,7,0,108,51,24,0
12,12,94,25,10,0,94,56,33,0
13,13,90,26,8,2,90,58,26,9
14,14,89,25,8,2,89,57,28,9
15,15,80,25,10,2,80,58,36,9
