,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,30,4,0
5,5,140,16,3,0,140,33,11,0
6,6,134,19,3,0,134,39,11,0
7,7,126,22,2,1,126,46,7,5
8,8,115,27,2,1,115,57,7,5
9,9,115,27,2,1,115,57,7,5
10,10,112,27,3,1,112,57,10,5
11,11,105,28,4,1,105,60,14,5
12,12,92,30,5,2,92,62,20,10
13,13,87,32,5,2,87,67,20,10
14,14,85,31,6,2,85,66,23,10
15,15,75,31,9,2,75,66,33,10
