,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,4,1,0,173,8,3,0
4,4,162,8,2,0,162,16,6,0
5,5,153,11,3,0,153,22,9,0
6,6,150,12,3,0,150,25,9,0
7,7,144,12,5,0,144,25,15,0
8,8,134,15,5,1,134,31,15,4
9,9,132,16,5,1,132,33,15,4
10,10,126,19,5,1,126,39,15,4
11,11,122,18,7,1,122,37,21,4
12,12,109,25,6,1,109,53,18,4
13,13,104,28,5,1,104,61,15,4
14,14,98,29,6,1,98,63,19,4
15,15,92,32,5,1,92,72,16,4
