,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,150,17,0,0,150,34,0,0
6,6,147,18,0,0,147,37,0,0
7,7,140,20,1,0,140,41,3,0
8,8,131,20,4,0,131,41,12,0
9,9,129,21,4,0,129,43,12,0
10,10,125,21,5,0,125,42,17,0
11,11,119,24,5,0,119,48,17,0
12,12,108,26,7,0,108,53,23,0
13,13,103,27,8,0,103,55,26,0
14,14,96,30,8,0,96,62,26,0
15,15,88,34,8,0,88,70,26,0
