,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,138,18,3,0,138,36,10,0
6,6,134,18,3,1,134,36,10,4
7,7,125,22,3,1,125,45,10,4
8,8,118,20,6,1,118,42,20,4
9,9,118,20,6,1,118,42,20,4
10,10,115,20,7,1,115,42,23,4
11,11,108,21,8,1,108,44,28,4
12,12,95,24,8,2,95,50,28,11
13,13,90,26,8,2,90,54,28,12
14,14,87,26,9,2,87,54,31,12
15,15,74,31,10,2,74,64,34,12
