,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,14,1,0,152,29,3,0
6,6,148,16,1,0,148,33,3,0
7,7,141,18,2,0,141,37,6,0
8,8,131,21,3,0,131,44,9,0
9,9,129,22,3,0,129,46,9,0
10,10,124,23,4,0,124,48,12,0
11,11,119,25,4,0,119,53,12,0
12,12,109,26,5,1,109,56,15,4
13,13,105,26,6,1,105,56,19,4
14,14,100,26,7,1,100,58,22,4
15,15,94,26,9,1,94,57,29,4
