,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,135,24,0,0,135,49,0,0
6,6,130,25,1,0,130,51,3,0
7,7,123,24,4,0,123,49,12,0
8,8,114,27,4,0,114,58,12,0
9,9,114,27,4,0,114,58,12,0
10,10,110,29,4,0,110,62,12,0
11,11,105,26,6,1,105,56,19,4
12,12,92,29,7,1,92,63,25,4
13,13,89,27,8,2,89,58,29,8
14,14,85,29,8,2,85,62,29,8
15,15,77,27,10,3,77,57,37,13
