,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,138,18,3,0,138,37,9,0
6,6,133,19,4,0,133,39,12,0
7,7,124,22,5,0,124,45,15,0
8,8,113,26,6,0,113,53,18,0
9,9,113,26,6,0,113,53,18,0
10,10,110,27,6,0,110,56,18,0
11,11,100,32,6,0,100,66,18,0
12,12,87,34,8,0,87,72,25,0
13,13,82,35,9,0,82,74,28,0
14,14,79,35,10,0,79,74,31,0
15,15,72,34,11,0,72,77,35,0
