,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,11,3,0,152,23,9,0
5,5,143,10,5,1,143,22,15,4
6,6,137,13,5,1,137,28,15,4
7,7,128,17,5,1,128,37,15,4
8,8,118,20,6,1,118,43,18,4
9,9,118,20,6,1,118,43,18,4
10,10,114,22,6,1,114,47,18,4
11,11,106,25,6,1,106,55,18,4
12,12,93,27,8,1,93,58,26,6
13,13,88,28,9,1,88,60,29,6
14,14,86,28,8,2,86,60,26,11
15,15,75,32,8,2,75,71,26,11
