,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,149,16,1,0,149,32,3,0
5,5,138,18,3,0,138,36,10,0
6,6,132,21,3,0,132,42,10,0
7,7,122,26,3,0,122,52,10,0
8,8,111,31,3,0,111,63,10,0
9,9,111,31,3,0,111,63,10,0
10,10,107,33,3,0,107,67,10,0
11,11,101,32,4,1,101,66,12,5
12,12,89,35,5,0,89,78,17,0
13,13,86,34,6,0,86,77,21,0
14,14,85,32,7,0,85,74,25,0
15,15,73,36,8,0,73,82,29,0
