,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,151,12,3,0,151,24,9,0
5,5,137,19,3,0,137,38,9,0
6,6,131,22,3,0,131,44,9,0
7,7,122,25,4,0,122,50,12,0
8,8,112,28,5,0,112,56,16,0
9,9,112,28,5,0,112,56,16,0
10,10,110,27,6,0,110,54,20,0
11,11,105,24,8,1,105,48,27,4
12,12,88,31,9,1,88,62,30,4
13,13,84,30,11,1,84,60,36,4
14,14,81,30,12,1,81,60,39,4
15,15,71,33,12,1,71,68,41,4
