,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,151,15,1,0,151,30,3,0
6,6,148,15,2,0,148,30,6,0
7,7,143,14,4,0,143,29,12,0
8,8,133,18,4,0,133,39,12,0
9,9,131,19,4,0,131,41,12,0
10,10,127,20,4,0,127,45,12,0
11,11,122,22,4,0,122,50,12,0
12,12,110,25,6,0,110,56,18,0
13,13,105,27,5,1,105,60,15,4
14,14,100,27,6,1,100,60,20,4
15,15,94,30,5,1,94,69,17,4
