,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,13,2,0,152,26,6,0
6,6,148,15,2,0,148,30,6,0
7,7,142,16,3,0,142,33,9,0
8,8,133,17,5,0,133,35,16,0
9,9,131,18,5,0,131,37,16,0
10,10,126,21,4,0,126,45,13,0
11,11,121,23,4,0,121,49,13,0
12,12,111,26,3,1,111,57,10,5
13,13,108,25,4,1,108,55,15,5
14,14,103,25,4,2,103,56,13,11
15,15,96,28,4,2,96,63,13,11
