,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,2,1,0,177,4,3,0
3,3,167,7,1,0,167,14,3,0
4,4,151,13,2,0,151,26,7,0
5,5,142,14,3,0,142,29,13,0
6,6,138,14,4,0,138,29,17,0
7,7,130,17,4,0,130,38,16,0
8,8,122,17,5,1,122,38,20,4
9,9,122,17,5,1,122,38,20,4
10,10,119,17,6,1,119,38,23,4
11,11,111,19,7,1,111,42,27,4
12,12,98,23,6,2,98,52,24,10
13,13,92,26,6,2,92,58,24,10
14,14,88,28,6,2,88,62,24,10
15,15,78,28,8,3,78,62,29,15
