,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,13,2,0,152,26,6,0
6,6,148,15,2,0,148,30,6,0
7,7,141,17,3,0,141,34,9,0
8,8,131,20,4,0,131,41,12,0
9,9,129,21,4,0,129,43,12,0
10,10,124,24,3,0,124,51,9,0
11,11,119,26,3,0,119,56,9,0
12,12,112,23,6,0,112,51,18,0
13,13,108,23,7,0,108,52,21,0
14,14,102,25,6,1,102,57,18,4
15,15,96,27,5,2,96,62,15,8
