,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,13,2,0,151,26,7,0
5,5,138,18,3,0,138,36,10,0
6,6,133,20,3,0,133,41,10,0
7,7,124,24,3,0,124,50,10,0
8,8,114,27,4,0,114,57,13,0
9,9,114,27,4,0,114,57,13,0
10,10,111,28,4,0,111,60,13,0
11,11,101,33,4,0,101,70,13,0
12,12,87,36,5,1,87,74,19,4
13,13,83,37,6,0,83,79,22,0
14,14,80,39,5,0,80,85,19,0
15,15,72,37,8,0,72,82,29,0
