,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,4,1,0,173,8,3,0
4,4,164,5,3,0,164,10,10,0
5,5,154,10,3,0,154,20,10,0
6,6,151,10,4,0,151,20,13,0
7,7,145,11,5,0,145,23,16,0
8,8,135,16,4,0,135,36,13,0
9,9,133,17,4,0,133,38,13,0
10,10,128,19,4,0,128,43,13,0
11,11,122,22,4,0,122,49,13,0
12,12,110,26,5,0,110,57,17,0
13,13,104,29,5,0,104,63,17,0
14,14,98,30,6,0,98,66,20,0
15,15,95,26,9,0,95,57,32,0
