,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,148,16,1,0,148,33,3,0
7,7,140,20,1,0,140,41,3,0
8,8,132,20,3,0,132,43,9,0
9,9,131,19,4,0,131,41,12,0
10,10,127,20,3,1,127,43,9,5
11,11,123,20,4,1,123,43,12,6
12,12,112,23,4,2,112,49,12,11
13,13,106,26,4,2,106,55,12,11
14,14,101,27,5,1,101,62,16,5
15,15,95,29,5,1,95,68,16,5
