,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,150,15,1,0,150,31,3,0
5,5,137,21,1,0,137,44,3,0
6,6,132,22,2,0,132,46,6,0
7,7,125,23,3,0,125,49,10,0
8,8,119,21,5,0,119,47,18,0
9,9,119,21,5,0,119,47,18,0
10,10,116,22,5,0,116,50,18,0
11,11,107,25,6,0,107,56,21,0
12,12,94,27,8,0,94,63,27,0
13,13,91,25,10,0,91,56,37,0
14,14,88,25,11,0,88,54,42,0
15,15,78,27,9,3,78,58,36,12
