,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,179,1,1,0,179,2,3,0
3,3,173,4,1,0,173,8,3,0
4,4,161,10,1,0,161,20,3,0
5,5,153,13,1,0,153,28,3,0
6,6,151,11,3,0,151,23,10,0
7,7,143,15,3,0,143,31,10,0
8,8,132,20,3,0,132,42,10,0
9,9,131,19,4,0,131,40,13,0
10,10,125,22,4,0,125,46,13,0
11,11,119,25,4,0,119,52,13,0
12,12,108,28,4,1,108,59,13,4
13,13,103,29,5,1,103,61,16,4
14,14,98,28,7,1,98,60,22,4
15,15,94,27,7,2,94,58,22,10
