,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,153,13,1,0,153,28,3,0
6,6,150,13,2,0,150,28,6,0
7,7,143,16,2,0,143,35,6,0
8,8,136,14,5,0,136,32,15,0
9,9,134,15,5,0,134,34,15,0
10,10,129,17,4,1,129,38,12,4
11,11,125,17,5,1,125,37,17,4
12,12,115,18,6,2,115,39,20,8
13,13,110,20,6,2,110,44,20,8
14,14,104,22,6,2,104,48,20,10
15,15,98,25,5,2,98,57,17,10
