,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,147,17,1,0,147,34,3,0
7,7,139,21,1,0,139,42,3,0
8,8,128,25,2,0,128,50,6,0
9,9,128,23,3,0,128,46,10,0
10,10,122,26,3,0,122,52,10,0
11,11,118,26,4,0,118,53,13,0
12,12,107,28,6,0,107,56,21,0
13,13,104,26,8,0,104,52,28,0
14,14,98,28,7,1,98,56,25,5
15,15,90,32,7,1,90,64,25,5
