,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,149,16,1,0,149,32,3,0
5,5,138,19,2,0,138,39,7,0
6,6,133,20,3,0,133,41,10,0
7,7,125,22,4,0,125,46,13,0
8,8,115,25,5,0,115,52,16,0
9,9,115,25,5,0,115,52,16,0
10,10,111,27,5,0,111,56,16,0
11,11,104,29,5,0,104,61,18,0
12,12,95,28,4,2,95,63,14,11
13,13,91,28,5,2,91,64,17,11
14,14,87,30,5,2,87,68,17,11
15,15,79,30,7,1,79,72,27,5
