,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,139,16,4,0,139,33,12,0
6,6,133,19,4,0,133,39,12,0
7,7,123,24,4,0,123,49,12,0
8,8,116,24,5,0,116,51,17,0
9,9,116,24,5,0,116,51,17,0
10,10,112,26,5,0,112,55,17,0
11,11,103,29,6,0,103,60,21,0
12,12,90,34,4,1,90,75,12,7
13,13,86,33,6,1,86,72,19,7
14,14,85,32,6,1,85,71,21,7
15,15,77,31,7,2,77,70,24,13
