,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,11,3,0,152,23,9,0
5,5,140,14,5,0,140,29,15,0
6,6,135,16,5,0,135,34,15,0
7,7,126,19,6,0,126,40,18,0
8,8,116,21,8,0,116,43,25,0
9,9,116,21,8,0,116,43,25,0
10,10,112,23,8,0,112,47,25,0
11,11,106,23,8,1,106,48,26,4
12,12,90,29,9,1,90,61,29,4
13,13,86,30,9,1,86,65,29,4
14,14,84,28,11,1,84,59,37,4
15,15,77,26,10,4,77,55,32,20
