,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,6,1,0,168,12,4,0
4,4,151,14,1,0,151,29,4,0
5,5,140,16,3,0,140,34,10,0
6,6,134,19,3,0,134,40,10,0
7,7,127,20,4,0,127,44,13,0
8,8,117,24,4,0,117,54,13,0
9,9,117,24,4,0,117,54,13,0
10,10,113,26,4,0,113,58,13,0
11,11,106,27,5,0,106,62,16,0
12,12,93,29,7,0,93,69,22,0
13,13,89,29,7,1,89,69,22,4
14,14,86,30,7,1,86,72,22,4
15,15,77,30,8,2,77,70,28,9
