,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,147,17,1,0,147,34,3,0
7,7,140,19,2,0,140,38,6,0
8,8,131,20,4,0,131,41,12,0
9,9,130,20,4,0,130,42,12,0
10,10,124,23,4,0,124,48,12,0
11,11,119,25,4,0,119,52,12,0
12,12,108,29,4,0,108,63,12,0
13,13,103,31,4,0,103,68,12,0
14,14,96,33,5,0,96,72,15,0
15,15,92,32,6,0,92,70,21,0
