,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,5,2,0,168,10,6,0
4,4,151,12,3,0,151,24,9,0
5,5,137,19,3,0,137,38,9,0
6,6,131,22,3,0,131,44,9,0
7,7,122,25,4,0,122,50,12,0
8,8,111,29,5,0,111,58,15,0
9,9,111,29,5,0,111,58,15,0
10,10,109,29,5,0,109,60,15,0
11,11,103,28,7,0,103,60,21,0
12,12,89,31,9,0,89,67,28,0
13,13,85,31,10,0,85,67,32,0
14,14,82,32,9,1,82,69,29,4
15,15,74,31,10,2,74,69,33,8
