,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,147,17,1,0,147,34,3,0
7,7,141,17,3,0,141,34,9,0
8,8,131,20,4,0,131,41,12,0
9,9,129,21,4,0,129,43,12,0
10,10,124,23,4,0,124,48,12,0
11,11,120,23,5,0,120,49,15,0
12,12,110,25,6,0,110,52,20,0
13,13,107,23,8,0,107,48,27,0
14,14,101,25,8,0,101,54,27,0
15,15,94,27,9,0,94,58,30,0
