,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,4,1,0,173,8,3,0
4,4,162,8,2,0,162,16,6,0
5,5,153,11,3,0,153,22,9,0
6,6,149,13,3,0,149,26,9,0
7,7,142,15,4,0,142,30,12,0
8,8,133,16,6,0,133,32,19,0
9,9,131,17,6,0,131,34,19,0
10,10,127,16,8,0,127,32,25,0
11,11,123,19,6,0,123,43,18,0
12,12,111,25,5,0,111,58,15,0
13,13,106,26,6,0,106,60,18,0
14,14,100,27,7,0,100,62,21,0
15,15,93,30,7,0,93,69,21,0
