,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,2,1,0,177,4,3,0
3,3,167,7,1,0,167,14,3,0
4,4,151,12,3,0,151,24,9,0
5,5,139,16,4,0,139,33,12,0
6,6,133,19,4,0,133,39,12,0
7,7,127,18,6,0,127,38,19,0
8,8,118,22,5,0,118,49,16,0
9,9,118,22,5,0,118,49,16,0
10,10,114,24,5,0,114,53,16,0
11,11,106,25,7,0,106,55,22,0
12,12,96,23,10,0,96,51,36,0
13,13,91,24,11,0,91,53,39,0
14,14,88,25,11,0,88,56,39,0
15,15,78,29,10,0,78,69,36,0
