,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,14,1,0,151,30,3,0
5,5,138,19,2,0,138,40,6,0
6,6,134,18,4,0,134,38,12,0
7,7,126,20,5,0,126,43,15,0
8,8,115,25,5,0,115,54,15,0
9,9,115,25,5,0,115,54,15,0
10,10,112,27,4,0,112,60,12,0
11,11,107,25,5,1,107,57,15,5
12,12,96,24,7,2,96,55,23,10
13,13,92,25,7,2,92,57,25,10
14,14,88,27,7,2,88,61,25,10
15,15,79,28,8,2,79,64,29,10
