,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,152,12,2,0,152,24,8,0
5,5,139,17,3,0,139,34,11,0
6,6,135,18,3,0,135,37,11,0
7,7,127,20,4,0,127,42,14,0
8,8,117,24,4,0,117,52,14,0
9,9,117,24,4,0,117,52,14,0
10,10,116,21,6,0,116,45,22,0
11,11,108,23,7,0,108,48,27,0
12,12,92,29,8,0,92,61,30,0
13,13,89,29,8,0,89,64,30,0
14,14,86,29,9,0,86,64,33,0
15,15,77,30,10,0,77,68,37,0
