,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,6,1,0,168,13,3,0
4,4,151,14,1,0,151,30,3,0
5,5,140,17,1,1,140,37,3,4
6,6,134,20,1,1,134,43,3,4
7,7,126,23,1,1,126,49,3,6
8,8,117,24,3,1,117,51,10,6
9,9,117,24,3,1,117,51,10,6
10,10,114,24,4,1,114,51,13,6
11,11,107,24,6,1,107,51,19,6
12,12,91,30,6,2,91,63,19,10
13,13,85,33,6,2,85,69,19,10
14,14,82,34,6,2,82,72,19,10
15,15,76,30,9,2,76,65,29,10
