,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,14,1,0,151,30,3,0
5,5,140,16,3,0,140,35,9,0
6,6,134,19,3,0,134,41,9,0
7,7,124,24,3,0,124,51,9,0
8,8,114,27,4,0,114,58,12,0
9,9,114,27,4,0,114,58,12,0
10,10,112,26,5,0,112,57,15,0
11,11,105,27,6,0,105,59,18,0
12,12,93,26,10,0,93,56,33,0
13,13,87,29,10,0,87,62,33,0
14,14,83,31,10,0,83,66,33,0
15,15,74,33,10,0,74,70,38,0
