,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,147,17,1,0,147,34,3,0
7,7,140,19,2,0,140,38,6,0
8,8,132,18,5,0,132,37,15,0
9,9,130,19,5,0,130,39,15,0
10,10,125,21,5,0,125,44,15,0
11,11,119,24,5,0,119,50,15,0
12,12,111,24,5,1,111,51,16,6
13,13,106,26,5,1,106,56,16,6
14,14,100,29,4,1,100,66,12,6
15,15,95,30,5,0,95,69,20,0
