,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,149,16,1,0,149,32,3,0
5,5,137,20,2,0,137,41,6,0
6,6,132,21,3,0,132,43,9,0
7,7,126,20,5,0,126,42,16,0
8,8,118,22,4,1,118,48,12,6
9,9,118,22,4,1,118,48,12,6
10,10,114,24,4,1,114,52,12,6
11,11,106,26,5,1,106,57,15,6
12,12,95,25,7,2,95,55,24,10
13,13,91,27,7,1,91,63,24,6
14,14,89,26,8,1,89,61,28,6
15,15,82,26,6,3,82,64,21,17
