,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,150,14,2,0,150,28,6,0
5,5,139,16,4,0,139,32,13,0
6,6,136,15,5,0,136,32,16,0
7,7,126,20,5,0,126,42,16,0
8,8,116,24,5,0,116,52,16,0
9,9,116,24,5,0,116,52,16,0
10,10,114,24,5,0,114,54,16,0
11,11,107,26,5,0,107,61,16,0
12,12,93,31,3,2,93,73,10,8
13,13,89,31,4,2,89,74,13,8
14,14,87,29,6,2,87,69,20,8
15,15,80,27,7,3,80,66,24,14
