,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,16,0,0,150,34,0,0
5,5,140,16,3,0,140,35,9,0
6,6,135,17,4,0,135,37,12,0
7,7,126,21,3,1,126,45,9,4
8,8,115,25,4,1,115,53,12,4
9,9,115,25,4,1,115,53,12,4
10,10,113,24,5,1,113,51,16,4
11,11,105,26,6,1,105,54,21,4
12,12,91,30,7,1,91,63,26,4
13,13,86,31,8,1,86,65,29,4
14,14,83,32,7,2,83,67,26,8
15,15,78,26,10,3,78,56,37,13
