,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,151,15,1,0,151,30,3,0
6,6,148,16,1,0,148,32,3,0
7,7,142,17,2,0,142,35,6,0
8,8,132,19,4,0,132,38,13,0
9,9,130,20,4,0,130,40,13,0
10,10,124,23,4,0,124,46,13,0
11,11,118,26,4,0,118,52,13,0
12,12,106,29,6,0,106,58,19,0
13,13,101,31,6,0,101,63,19,0
14,14,96,32,5,1,96,66,15,6
15,15,90,34,4,2,90,70,12,11
