,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,14,1,0,152,29,3,0
6,6,148,16,1,0,148,33,3,0
7,7,142,17,2,0,142,35,6,0
8,8,132,20,3,0,132,41,10,0
9,9,130,21,3,0,130,43,10,0
10,10,125,22,4,0,125,45,13,0
11,11,120,25,3,0,120,54,9,0
12,12,110,27,4,0,110,60,13,0
13,13,107,26,5,0,107,60,16,0
14,14,101,29,4,0,101,70,12,0
15,15,96,28,6,0,96,67,20,0
