,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,4,1,0,173,8,3,0
4,4,163,7,2,0,163,15,6,0
5,5,153,12,2,0,153,25,6,0
6,6,150,12,3,0,150,25,9,0
7,7,142,16,3,0,142,33,9,0
8,8,134,16,5,0,134,34,15,0
9,9,132,17,5,0,132,36,15,0
10,10,128,17,6,0,128,37,18,0
11,11,123,18,7,0,123,39,21,0
12,12,113,19,8,1,113,41,24,5
13,13,107,22,8,1,107,47,24,5
14,14,101,23,8,2,101,49,24,9
15,15,96,24,7,3,96,52,21,14
