,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,6,1,0,168,13,3,0
4,4,152,12,2,0,152,26,6,0
5,5,140,17,2,0,140,38,6,0
6,6,135,18,3,0,135,39,10,0
7,7,129,16,6,0,129,36,19,0
8,8,120,18,6,1,120,41,19,4
9,9,120,18,6,1,120,41,19,4
10,10,117,20,5,1,117,47,16,4
11,11,109,22,6,1,109,51,20,4
12,12,97,21,10,1,97,46,37,4
13,13,91,24,10,1,91,52,37,4
14,14,90,21,12,1,90,44,46,4
15,15,80,23,13,1,80,51,49,4
