,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,136,21,2,0,136,42,6,0
6,6,132,21,3,0,132,43,9,0
7,7,123,25,3,0,123,52,9,0
8,8,113,27,5,0,113,55,16,0
9,9,113,27,5,0,113,55,16,0
10,10,111,26,6,0,111,53,20,0
11,11,104,27,6,1,104,56,20,4
12,12,93,28,5,3,93,59,19,13
13,13,91,27,5,3,91,60,20,13
14,14,88,27,6,3,88,60,23,13
15,15,78,29,7,3,78,65,28,13
