,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,173,5,0,0,173,11,0,0
4,4,161,11,0,0,161,23,0,0
5,5,152,14,1,0,152,29,3,0
6,6,148,16,1,0,148,33,3,0
7,7,141,19,1,0,141,40,3,0
8,8,132,20,3,0,132,43,9,0
9,9,130,21,3,0,130,45,9,0
10,10,125,22,4,0,125,47,12,0
11,11,121,22,5,0,121,48,15,0
12,12,111,25,4,1,111,56,12,5
13,13,107,26,4,1,107,60,12,5
14,14,102,27,4,1,102,65,12,5
15,15,96,29,4,1,96,71,12,5
