,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,151,13,2,0,151,26,7,0
5,5,139,17,3,0,139,35,10,0
6,6,135,16,5,0,135,32,17,0
7,7,127,19,5,0,127,40,17,0
8,8,117,21,7,0,117,42,25,0
9,9,117,21,7,0,117,42,25,0
10,10,114,21,8,0,114,42,28,0
11,11,106,23,9,0,106,46,32,0
12,12,91,28,10,0,91,56,37,0
13,13,87,29,9,1,87,58,34,5
14,14,85,29,8,2,85,58,30,11
15,15,79,26,10,2,79,55,39,11
