,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,150,17,0,0,150,34,0,0
6,6,146,19,0,0,146,38,0,0
7,7,140,19,2,0,140,38,6,0
8,8,130,22,3,0,130,44,10,0
9,9,128,23,3,0,128,46,10,0
10,10,124,23,4,0,124,46,14,0
11,11,120,23,5,0,120,47,17,0
12,12,108,27,6,0,108,56,20,0
13,13,104,27,6,1,104,56,20,4
14,14,96,31,6,1,96,64,20,4
15,15,90,32,7,1,90,67,23,4
