,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,137,20,2,0,137,41,6,0
6,6,133,20,3,0,133,42,9,0
7,7,126,20,5,0,126,41,17,0
8,8,114,26,5,0,114,53,17,0
9,9,114,26,5,0,114,53,17,0
10,10,112,25,6,0,112,51,21,0
11,11,104,26,8,0,104,53,27,0
12,12,91,29,8,1,91,60,26,7
13,13,85,32,8,1,85,66,26,7
14,14,85,28,10,1,85,57,35,7
15,15,75,31,10,1,75,67,35,7
