,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,150,17,0,0,150,34,0,0
6,6,147,18,0,0,147,37,0,0
7,7,142,17,2,0,142,35,6,0
8,8,132,20,3,0,132,41,10,0
9,9,130,21,3,0,130,43,10,0
10,10,125,22,4,0,125,45,13,0
11,11,119,25,4,0,119,51,13,0
12,12,110,27,4,0,110,59,14,0
13,13,107,26,4,1,107,57,13,6
14,14,101,28,4,1,101,63,13,6
15,15,97,26,5,2,97,59,16,11
