,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,151,13,2,0,151,27,6,0
5,5,139,16,4,0,139,33,12,0
6,6,133,19,4,0,133,39,12,0
7,7,124,23,4,0,124,48,12,0
8,8,114,26,5,0,114,55,15,0
9,9,114,26,5,0,114,55,15,0
10,10,110,28,5,0,110,59,15,0
11,11,101,31,6,0,101,65,18,0
12,12,86,37,5,1,86,78,15,5
13,13,82,37,6,1,82,79,18,5
14,14,78,39,6,1,78,83,18,5
15,15,71,35,10,1,71,75,33,5
