,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,138,19,2,0,138,39,6,0
6,6,134,19,3,0,134,39,10,0
7,7,126,22,3,0,126,47,10,0
8,8,117,24,4,0,117,52,14,0
9,9,117,24,4,0,117,52,14,0
10,10,114,24,5,0,114,52,17,0
11,11,106,27,4,1,106,58,13,6
12,12,90,34,4,1,90,74,13,6
13,13,85,36,4,1,85,79,13,6
14,14,82,37,4,1,82,82,13,6
15,15,79,30,6,2,79,66,25,11
