,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,13,2,0,151,26,7,0
5,5,138,19,2,0,138,39,7,0
6,6,133,21,2,0,133,44,7,0
7,7,126,22,3,0,126,48,10,0
8,8,117,23,5,0,117,49,18,0
9,9,117,23,5,0,117,49,18,0
10,10,113,25,5,0,113,53,18,0
11,11,105,28,5,0,105,61,18,0
12,12,96,23,10,0,96,49,39,0
13,13,90,26,10,0,90,55,39,0
14,14,89,25,10,0,89,55,40,0
15,15,78,28,10,1,78,61,39,6
