,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,135,23,1,0,135,46,3,0
6,6,129,26,1,0,129,52,3,0
7,7,123,25,3,0,123,51,10,0
8,8,114,27,4,0,114,54,16,0
9,9,114,27,4,0,114,54,16,0
10,10,111,27,5,0,111,54,19,0
11,11,104,27,7,0,104,55,25,0
12,12,90,29,10,0,90,60,34,0
13,13,87,27,11,1,87,56,37,4
14,14,83,29,11,1,83,60,37,4
15,15,75,30,10,2,75,65,33,11
