,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,154,10,3,0,154,20,10,0
6,6,152,9,3,1,152,18,9,5
7,7,145,11,4,1,145,22,12,5
8,8,134,15,5,1,134,30,15,5
9,9,132,16,5,1,132,32,15,5
10,10,126,19,5,1,126,38,15,5
11,11,120,22,5,1,120,44,15,5
12,12,110,23,7,1,110,46,22,5
13,13,105,24,8,1,105,48,25,5
14,14,100,24,9,1,100,50,28,5
15,15,95,25,9,1,95,54,29,5
